entry,at,num_@,player_name,hand_num,phase,action,num_players,rank-A1,rank-A2,rank-P0,rank-P1,rank-P2,position_tag,time_elapsed,_amount,put_in,pot_size
"The player ""Loi @ 6KDaksPWKW"" requested a seat.",2021-11-13 11:32:18.923000+00:00,1,"""Loi @ 6KDaksPWKW""",,,,,,,,,,,,,,
"The admin approved the player ""Loi @ 6KDaksPWKW"" participation with a stack of 10000.",2021-11-13 11:32:18.923000+00:00,1,"""Loi @ 6KDaksPWKW""",,,,,,,,,,,0.0,,,
"The player ""Lelouch @ wNYgotQI9c"" requested a seat.",2021-11-13 11:43:02.993000+00:00,1,"""Lelouch @ wNYgotQI9c""",,,,,,,,,,,644.07,,,
"The player ""HoangLanHN @ Kgof11uGzY"" requested a seat.",2021-11-13 11:44:25.022000+00:00,1,"""HoangLanHN @ Kgof11uGzY""",,,,,,,,,,,82.029,,,
"The player ""HATuan @ Yf-9wDC92J"" requested a seat.",2021-11-13 11:46:23.538000+00:00,1,"""HATuan @ Yf-9wDC92J""",,,,,,,,,,,118.516,,,
"The player ""Dory @ NaZSSnTRkj"" requested a seat.",2021-11-13 11:54:39.031000+00:00,1,"""Dory @ NaZSSnTRkj""",,,,,,,,,,,495.493,,,
"The admin approved the player ""Lelouch @ wNYgotQI9c"" participation with a stack of 50.00.",2021-11-13 11:59:31.804000+00:00,1,"""Lelouch @ wNYgotQI9c""",,,,,,,,,,,292.773,,,
"The admin approved the player ""HoangLanHN @ Kgof11uGzY"" participation with a stack of 50.00.",2021-11-13 11:59:34.041000+00:00,1,"""HoangLanHN @ Kgof11uGzY""",,,,,,,,,,,2.237,,,
"The admin approved the player ""HATuan @ Yf-9wDC92J"" participation with a stack of 40.00.",2021-11-13 11:59:36.742000+00:00,1,"""HATuan @ Yf-9wDC92J""",,,,,,,,,,,2.701,,,
"The admin approved the player ""Dory @ NaZSSnTRkj"" participation with a stack of 60.00.",2021-11-13 11:59:39.238000+00:00,1,"""Dory @ NaZSSnTRkj""",,,,,,,,,,,2.496,,,
"-- starting hand #1  (No Limit Texas Hold'em) (dealer: ""Dory @ NaZSSnTRkj"") --",2021-11-13 12:04:41.259000+00:00,1,"""Dory @ NaZSSnTRkj""",1,Pre-flop,Dealer,,1.0,1.0,1.0,1.0,,Dealer,0,,,
"The player ""HoangLanHN @ Kgof11uGzY"" joined the game with a stack of 50.00.",2021-11-13 12:04:41.259000+00:00,1,"""HoangLanHN @ Kgof11uGzY""",1,Pre-flop,,,,,,,,,0.0,50.0,,
"The player ""Lelouch @ wNYgotQI9c"" joined the game with a stack of 50.00.",2021-11-13 12:04:41.259000+00:00,1,"""Lelouch @ wNYgotQI9c""",1,Pre-flop,,,,,,,,,0.0,50.0,,
"The player ""Loi @ 6KDaksPWKW"" joined the game with a stack of 100.00.",2021-11-13 12:04:41.259000+00:00,1,"""Loi @ 6KDaksPWKW""",1,Pre-flop,,,,,,,,,0.0,100.0,,
"The player ""HATuan @ Yf-9wDC92J"" joined the game with a stack of 40.00.",2021-11-13 12:04:41.259000+00:00,1,"""HATuan @ Yf-9wDC92J""",1,Pre-flop,,,,,,,,,0.0,40.0,,
"The player ""Dory @ NaZSSnTRkj"" joined the game with a stack of 60.00.",2021-11-13 12:04:41.259000+00:00,1,"""Dory @ NaZSSnTRkj""",1,Pre-flop,,,,,,,,Dealer,0.0,60.0,,
"Player stacks: #1 ""HoangLanHN @ Kgof11uGzY"" (50.00) | #4 ""Lelouch @ wNYgotQI9c"" (50.00) | #5 ""Loi @ 6KDaksPWKW"" (100.00) | #8 ""HATuan @ Yf-9wDC92J"" (40.00) | #9 ""Dory @ NaZSSnTRkj"" (60.00)",2021-11-13 12:04:41.259000+00:00,5,,1,Pre-flop,,5.0,,,,,,,0.0,50.0,,
"""HoangLanHN @ Kgof11uGzY"" posts a small blind of 0.10",2021-11-13 12:04:41.269000+00:00,1,"""HoangLanHN @ Kgof11uGzY""",1,Pre-flop,Small blind,5.0,2.0,1.0,1.0,1.0,1.0,EP,0.01,0.1,0.1,0.1
"""Lelouch @ wNYgotQI9c"" posts a big blind of 0.20",2021-11-13 12:04:41.279000+00:00,1,"""Lelouch @ wNYgotQI9c""",1,Pre-flop,Big blind,5.0,3.0,1.0,1.0,1.0,1.0,MP,0.01,0.2,0.2,0.30000000000000004
"""Loi @ 6KDaksPWKW"" calls 0.20",2021-11-13 12:04:45.830000+00:00,1,"""Loi @ 6KDaksPWKW""",1,Pre-flop,Calls,5.0,4.0,1.0,1.0,1.0,1.0,MP,4.551,0.2,0.2,0.5
"""HATuan @ Yf-9wDC92J"" folds",2021-11-13 12:04:47.272000+00:00,1,"""HATuan @ Yf-9wDC92J""",1,Pre-flop,Folds,4.0,5.0,1.0,1.0,1.0,1.0,LP,1.442,,,
"""Dory @ NaZSSnTRkj"" folds",2021-11-13 12:04:55.541000+00:00,1,"""Dory @ NaZSSnTRkj""",1,Pre-flop,Folds,3.0,6.0,2.0,2.0,1.0,1.0,Dealer,8.269,,,
"""HoangLanHN @ Kgof11uGzY"" folds",2021-11-13 12:05:26.448000+00:00,1,"""HoangLanHN @ Kgof11uGzY""",1,Pre-flop,Folds,2.0,7.0,3.0,2.0,1.0,1.0,EP,30.907,,,
"The admin ""Loi @ 6KDaksPWKW"" forced the player ""HoangLanHN @ Kgof11uGzY"" to away mode in the next hand.",2021-11-13 12:05:34.426000+00:00,2,,1,Pre-flop,,2.0,,,,,,,7.978,,,
"""Lelouch @ wNYgotQI9c"" checks",2021-11-13 12:05:44.314000+00:00,1,"""Lelouch @ wNYgotQI9c""",1,Pre-flop,Checks,2.0,8.0,1.0,2.0,1.0,1.0,MP,9.888,,,
"Flop:  [7♣, 8♦, K♥]",2021-11-13 12:05:45.182000+00:00,0,,1,Flop,,2.0,,,,,,,0.868,,,
"""Lelouch @ wNYgotQI9c"" checks",2021-11-13 12:05:52.082000+00:00,1,"""Lelouch @ wNYgotQI9c""",1,Flop,Checks,2.0,1.0,1.0,1.0,1.0,1.0,MP,6.9,,,
"""Loi @ 6KDaksPWKW"" checks",2021-11-13 12:05:56.350000+00:00,1,"""Loi @ 6KDaksPWKW""",1,Flop,Checks,2.0,2.0,2.0,1.0,1.0,1.0,MP,4.268,,,
"Turn: 7♣, 8♦, K♥ [A♠]",2021-11-13 12:05:57.197000+00:00,0,,1,Turn,,2.0,,,,,,,0.847,,,
"""Lelouch @ wNYgotQI9c"" checks",2021-11-13 12:06:05.233000+00:00,1,"""Lelouch @ wNYgotQI9c""",1,Turn,Checks,2.0,1.0,1.0,1.0,1.0,1.0,MP,8.036,,,
"""Loi @ 6KDaksPWKW"" bets 0.20",2021-11-13 12:06:12.900000+00:00,1,"""Loi @ 6KDaksPWKW""",1,Turn,Bets/Raises,2.0,2.0,1.0,1.0,1.0,1.0,MP,7.667,0.2,0.2,0.7000000000000001
"""Lelouch @ wNYgotQI9c"" calls 0.20",2021-11-13 12:06:16.727000+00:00,1,"""Lelouch @ wNYgotQI9c""",1,Turn,Calls,2.0,3.0,1.0,2.0,1.0,1.0,MP,3.827,0.2,0.2,0.9
"River: 7♣, 8♦, K♥, A♠ [Q♥]",2021-11-13 12:06:17.611000+00:00,0,,1,River,,2.0,,,,,,,0.884,,,
"""Lelouch @ wNYgotQI9c"" checks",2021-11-13 12:06:19.370000+00:00,1,"""Lelouch @ wNYgotQI9c""",1,River,Checks,2.0,1.0,1.0,1.0,1.0,1.0,MP,1.759,,,
"""Loi @ 6KDaksPWKW"" bets 0.40",2021-11-13 12:06:30.237000+00:00,1,"""Loi @ 6KDaksPWKW""",1,River,Bets/Raises,2.0,2.0,1.0,1.0,1.0,1.0,MP,10.867,0.4,0.4,1.3
"""Lelouch @ wNYgotQI9c"" calls 0.40",2021-11-13 12:06:32.786000+00:00,1,"""Lelouch @ wNYgotQI9c""",1,River,Calls,2.0,3.0,1.0,2.0,1.0,1.0,MP,2.549,0.4,0.4,1.7000000000000002
"""Loi @ 6KDaksPWKW"" shows a 6♥, A♥.",2021-11-13 12:06:33.624000+00:00,1,"""Loi @ 6KDaksPWKW""",1,River,,2.0,,,,,,MP,0.838,,,
"""Loi @ 6KDaksPWKW"" collected 1.70 from pot with Pair, A's (combination: A♥, A♠, K♥, Q♥, 8♦)",2021-11-13 12:06:33.624000+00:00,1,"""Loi @ 6KDaksPWKW""",1,River,Won,2.0,4.0,1.0,2.0,1.0,1.0,MP,0.0,1.7,,
-- ending hand #1 --,2021-11-13 12:06:33.624000+00:00,0,,1,River,,2.0,,,,,,,0.0,,,
"The player ""HoangLanHN @ Kgof11uGzY"" stand up with the stack of 49.90.",2021-11-13 12:06:39.631000+00:00,1,"""HoangLanHN @ Kgof11uGzY""",1,River,,2.0,,,,,,EP,6.007,49.9,,
-- starting hand #2  (No Limit Texas Hold'em) (dead button) --,2021-11-13 12:06:39.631000+00:00,0,,2,Pre-flop,,,,,,,,,0.0,,,
"Player stacks: #4 ""Lelouch @ wNYgotQI9c"" (49.20) | #5 ""Loi @ 6KDaksPWKW"" (100.90) | #8 ""HATuan @ Yf-9wDC92J"" (40.00) | #9 ""Dory @ NaZSSnTRkj"" (60.00)",2021-11-13 12:06:39.631000+00:00,4,,2,Pre-flop,,4.0,,,,,,,0.0,49.2,,
"""Lelouch @ wNYgotQI9c"" posts a small blind of 0.10",2021-11-13 12:06:39.641000+00:00,1,"""Lelouch @ wNYgotQI9c""",2,Pre-flop,Small blind,4.0,1.0,1.0,1.0,1.0,1.0,EP,0.01,0.1,0.1,0.1
"""Loi @ 6KDaksPWKW"" posts a big blind of 0.20",2021-11-13 12:06:39.651000+00:00,1,"""Loi @ 6KDaksPWKW""",2,Pre-flop,Big blind,4.0,2.0,1.0,1.0,1.0,1.0,EP,0.01,0.2,0.2,0.30000000000000004
"""HATuan @ Yf-9wDC92J"" folds",2021-11-13 12:06:41.704000+00:00,1,"""HATuan @ Yf-9wDC92J""",2,Pre-flop,Folds,3.0,3.0,1.0,1.0,1.0,1.0,LP,2.053,,,
"""Dory @ NaZSSnTRkj"" folds",2021-11-13 12:06:42.930000+00:00,1,"""Dory @ NaZSSnTRkj""",2,Pre-flop,Folds,2.0,4.0,2.0,1.0,1.0,1.0,LP,1.226,,,
"""Lelouch @ wNYgotQI9c"" calls 0.20",2021-11-13 12:06:53.035000+00:00,1,"""Lelouch @ wNYgotQI9c""",2,Pre-flop,Calls,2.0,5.0,1.0,2.0,1.0,1.0,EP,10.105,0.2,0.1,0.4
"""Loi @ 6KDaksPWKW"" checks",2021-11-13 12:07:07.345000+00:00,1,"""Loi @ 6KDaksPWKW""",2,Pre-flop,Checks,2.0,6.0,1.0,2.0,1.0,1.0,EP,14.31,,,
"Flop:  [7♠, 6♠, J♥]",2021-11-13 12:07:08.253000+00:00,0,,2,Flop,,2.0,,,,,,,0.908,,,
"""Lelouch @ wNYgotQI9c"" checks",2021-11-13 12:07:10.849000+00:00,1,"""Lelouch @ wNYgotQI9c""",2,Flop,Checks,2.0,1.0,1.0,1.0,1.0,1.0,EP,2.596,,,
"""Loi @ 6KDaksPWKW"" checks",2021-11-13 12:07:15.686000+00:00,1,"""Loi @ 6KDaksPWKW""",2,Flop,Checks,2.0,2.0,2.0,1.0,1.0,1.0,EP,4.837,,,
"Turn: 7♠, 6♠, J♥ [9♠]",2021-11-13 12:07:16.530000+00:00,0,,2,Turn,,2.0,,,,,,,0.844,,,
"""Lelouch @ wNYgotQI9c"" bets 0.40",2021-11-13 12:07:20.198000+00:00,1,"""Lelouch @ wNYgotQI9c""",2,Turn,Bets/Raises,2.0,1.0,1.0,1.0,1.0,1.0,EP,3.668,0.4,0.4,0.8
"""Loi @ 6KDaksPWKW"" calls 0.40",2021-11-13 12:07:28.517000+00:00,1,"""Loi @ 6KDaksPWKW""",2,Turn,Calls,2.0,2.0,1.0,1.0,1.0,1.0,EP,8.319,0.4,0.4,1.2000000000000002
"River: 7♠, 6♠, J♥, 9♠ [7♣]",2021-11-13 12:07:29.340000+00:00,0,,2,River,,2.0,,,,,,,0.823,,,
"""Lelouch @ wNYgotQI9c"" bets 2.00",2021-11-13 12:07:41.084000+00:00,1,"""Lelouch @ wNYgotQI9c""",2,River,Bets/Raises,2.0,1.0,1.0,1.0,1.0,1.0,EP,11.744,2.0,2.0,3.2
"""Loi @ 6KDaksPWKW"" folds",2021-11-13 12:07:44.452000+00:00,1,"""Loi @ 6KDaksPWKW""",2,River,Folds,1.0,2.0,1.0,1.0,1.0,1.0,EP,3.368,,,
"Uncalled bet of 2.00 returned to ""Lelouch @ wNYgotQI9c""",2021-11-13 12:07:45.285000+00:00,1,"""Lelouch @ wNYgotQI9c""",2,River,,1.0,,,,,,EP,0.833,2.0,-2.0,1.2000000000000002
"""Lelouch @ wNYgotQI9c"" collected 1.20 from pot",2021-11-13 12:07:45.285000+00:00,1,"""Lelouch @ wNYgotQI9c""",2,River,Won,1.0,3.0,1.0,2.0,1.0,1.0,EP,0.0,1.2,,
-- ending hand #2 --,2021-11-13 12:07:45.285000+00:00,0,,2,River,,1.0,,,,,,,0.0,,,
"-- starting hand #3  (No Limit Texas Hold'em) (dealer: ""Lelouch @ wNYgotQI9c"") --",2021-11-13 12:07:48.288000+00:00,1,"""Lelouch @ wNYgotQI9c""",3,Pre-flop,Dealer,,1.0,1.0,1.0,1.0,,Dealer,0,,,
"Player stacks: #4 ""Lelouch @ wNYgotQI9c"" (49.80) | #5 ""Loi @ 6KDaksPWKW"" (100.30) | #8 ""HATuan @ Yf-9wDC92J"" (40.00) | #9 ""Dory @ NaZSSnTRkj"" (60.00)",2021-11-13 12:07:48.288000+00:00,4,,3,Pre-flop,,4.0,,,,,,,0.0,49.8,,
"""Loi @ 6KDaksPWKW"" posts a small blind of 0.10",2021-11-13 12:07:48.298000+00:00,1,"""Loi @ 6KDaksPWKW""",3,Pre-flop,Small blind,4.0,2.0,1.0,1.0,1.0,1.0,EP,0.01,0.1,0.1,0.1
"""HATuan @ Yf-9wDC92J"" posts a big blind of 0.20",2021-11-13 12:07:48.308000+00:00,1,"""HATuan @ Yf-9wDC92J""",3,Pre-flop,Big blind,4.0,3.0,1.0,1.0,1.0,1.0,MP,0.01,0.2,0.2,0.30000000000000004
"""Dory @ NaZSSnTRkj"" calls 0.20",2021-11-13 12:07:51.270000+00:00,1,"""Dory @ NaZSSnTRkj""",3,Pre-flop,Calls,4.0,4.0,1.0,1.0,1.0,1.0,LP,2.962,0.2,0.2,0.5
"""Lelouch @ wNYgotQI9c"" folds",2021-11-13 12:07:52.347000+00:00,1,"""Lelouch @ wNYgotQI9c""",3,Pre-flop,Folds,3.0,5.0,1.0,2.0,1.0,1.0,Dealer,1.077,,,
"""Loi @ 6KDaksPWKW"" calls 0.20",2021-11-13 12:07:56.536000+00:00,1,"""Loi @ 6KDaksPWKW""",3,Pre-flop,Calls,3.0,6.0,2.0,2.0,1.0,1.0,EP,4.189,0.2,0.1,0.6000000000000001
"""HATuan @ Yf-9wDC92J"" checks",2021-11-13 12:07:58.906000+00:00,1,"""HATuan @ Yf-9wDC92J""",3,Pre-flop,Checks,3.0,7.0,1.0,2.0,1.0,1.0,MP,2.37,,,
"Flop:  [K♦, 3♣, Q♥]",2021-11-13 12:07:59.765000+00:00,0,,3,Flop,,3.0,,,,,,,0.859,,,
"""Loi @ 6KDaksPWKW"" checks",2021-11-13 12:08:03.537000+00:00,1,"""Loi @ 6KDaksPWKW""",3,Flop,Checks,3.0,1.0,1.0,1.0,1.0,1.0,EP,3.772,,,
"""HATuan @ Yf-9wDC92J"" checks",2021-11-13 12:08:05.308000+00:00,1,"""HATuan @ Yf-9wDC92J""",3,Flop,Checks,3.0,2.0,2.0,1.0,1.0,1.0,MP,1.771,,,
"""Dory @ NaZSSnTRkj"" bets 0.60",2021-11-13 12:08:08.887000+00:00,1,"""Dory @ NaZSSnTRkj""",3,Flop,Bets/Raises,3.0,3.0,1.0,1.0,1.0,1.0,LP,3.579,0.6,0.6,1.2
"""Loi @ 6KDaksPWKW"" folds",2021-11-13 12:08:11.156000+00:00,1,"""Loi @ 6KDaksPWKW""",3,Flop,Folds,2.0,4.0,1.0,2.0,1.0,1.0,EP,2.269,,,
"""HATuan @ Yf-9wDC92J"" folds",2021-11-13 12:08:13.002000+00:00,1,"""HATuan @ Yf-9wDC92J""",3,Flop,Folds,1.0,5.0,2.0,2.0,1.0,1.0,MP,1.846,,,
"Uncalled bet of 0.60 returned to ""Dory @ NaZSSnTRkj""",2021-11-13 12:08:13.904000+00:00,1,"""Dory @ NaZSSnTRkj""",3,Flop,,1.0,,,,,,LP,0.902,0.6,-0.6,0.6
"""Dory @ NaZSSnTRkj"" collected 0.60 from pot",2021-11-13 12:08:13.904000+00:00,1,"""Dory @ NaZSSnTRkj""",3,Flop,Won,1.0,6.0,1.0,2.0,1.0,1.0,LP,0.0,0.6,,
-- ending hand #3 --,2021-11-13 12:08:13.904000+00:00,0,,3,Flop,,1.0,,,,,,,0.0,,,
"Undealt cards: K♦, 3♣, Q♥ [J♣, 10♥]",2021-11-13 12:08:14.471000+00:00,0,,3,Flop,,1.0,,,,,,,0.567,,,
"-- starting hand #4  (No Limit Texas Hold'em) (dealer: ""Loi @ 6KDaksPWKW"") --",2021-11-13 12:08:19.910000+00:00,1,"""Loi @ 6KDaksPWKW""",4,Pre-flop,Dealer,,1.0,1.0,1.0,1.0,,Dealer,0,,,
"Player stacks: #4 ""Lelouch @ wNYgotQI9c"" (49.80) | #5 ""Loi @ 6KDaksPWKW"" (100.10) | #8 ""HATuan @ Yf-9wDC92J"" (39.80) | #9 ""Dory @ NaZSSnTRkj"" (60.40)",2021-11-13 12:08:19.910000+00:00,4,,4,Pre-flop,,4.0,,,,,,,0.0,49.8,,
"""HATuan @ Yf-9wDC92J"" posts a small blind of 0.10",2021-11-13 12:08:19.920000+00:00,1,"""HATuan @ Yf-9wDC92J""",4,Pre-flop,Small blind,4.0,2.0,1.0,1.0,1.0,1.0,EP,0.01,0.1,0.1,0.1
"""Dory @ NaZSSnTRkj"" posts a big blind of 0.20",2021-11-13 12:08:19.930000+00:00,1,"""Dory @ NaZSSnTRkj""",4,Pre-flop,Big blind,4.0,3.0,1.0,1.0,1.0,1.0,MP,0.01,0.2,0.2,0.30000000000000004
"""Lelouch @ wNYgotQI9c"" raises to 0.80",2021-11-13 12:08:25.294000+00:00,1,"""Lelouch @ wNYgotQI9c""",4,Pre-flop,Bets/Raises,4.0,4.0,1.0,1.0,1.0,1.0,LP,5.364,0.8,0.8,1.1
"""Loi @ 6KDaksPWKW"" calls 0.80",2021-11-13 12:08:30.613000+00:00,1,"""Loi @ 6KDaksPWKW""",4,Pre-flop,Calls,4.0,5.0,1.0,2.0,1.0,1.0,Dealer,5.319,0.8,0.8,1.9000000000000001
"""HATuan @ Yf-9wDC92J"" folds",2021-11-13 12:08:31.778000+00:00,1,"""HATuan @ Yf-9wDC92J""",4,Pre-flop,Folds,3.0,6.0,1.0,2.0,1.0,1.0,EP,1.165,,,
"""Dory @ NaZSSnTRkj"" folds",2021-11-13 12:08:42.700000+00:00,1,"""Dory @ NaZSSnTRkj""",4,Pre-flop,Folds,2.0,7.0,2.0,2.0,1.0,1.0,MP,10.922,,,
"Flop:  [9♦, 8♦, K♠]",2021-11-13 12:08:43.535000+00:00,0,,4,Flop,,2.0,,,,,,,0.835,,,
"""Lelouch @ wNYgotQI9c"" bets 1.00",2021-11-13 12:08:49.833000+00:00,1,"""Lelouch @ wNYgotQI9c""",4,Flop,Bets/Raises,2.0,1.0,1.0,1.0,1.0,1.0,LP,6.298,1.0,1.0,2.9000000000000004
"""Loi @ 6KDaksPWKW"" folds",2021-11-13 12:09:08.035000+00:00,1,"""Loi @ 6KDaksPWKW""",4,Flop,Folds,1.0,2.0,1.0,1.0,1.0,1.0,Dealer,18.202,,,
"Uncalled bet of 1.00 returned to ""Lelouch @ wNYgotQI9c""",2021-11-13 12:09:08.954000+00:00,1,"""Lelouch @ wNYgotQI9c""",4,Flop,,1.0,,,,,,LP,0.919,1.0,-1.0,1.9000000000000001
"""Lelouch @ wNYgotQI9c"" collected 1.90 from pot",2021-11-13 12:09:08.954000+00:00,1,"""Lelouch @ wNYgotQI9c""",4,Flop,Won,1.0,3.0,1.0,2.0,1.0,1.0,LP,0.0,1.9,,
-- ending hand #4 --,2021-11-13 12:09:08.954000+00:00,0,,4,Flop,,1.0,,,,,,,0.0,,,
"Undealt cards: 9♦, 8♦, K♠ [10♦, 7♠]",2021-11-13 12:09:09.486000+00:00,0,,4,Flop,,1.0,,,,,,,0.532,,,
"-- starting hand #5  (No Limit Texas Hold'em) (dealer: ""HATuan @ Yf-9wDC92J"") --",2021-11-13 12:09:14.957000+00:00,1,"""HATuan @ Yf-9wDC92J""",5,Pre-flop,Dealer,,1.0,1.0,1.0,1.0,,Dealer,0,,,
"Player stacks: #4 ""Lelouch @ wNYgotQI9c"" (50.90) | #5 ""Loi @ 6KDaksPWKW"" (99.30) | #8 ""HATuan @ Yf-9wDC92J"" (39.70) | #9 ""Dory @ NaZSSnTRkj"" (60.20)",2021-11-13 12:09:14.957000+00:00,4,,5,Pre-flop,,4.0,,,,,,,0.0,50.9,,
"""Dory @ NaZSSnTRkj"" posts a small blind of 0.10",2021-11-13 12:09:14.967000+00:00,1,"""Dory @ NaZSSnTRkj""",5,Pre-flop,Small blind,4.0,2.0,1.0,1.0,1.0,1.0,EP,0.01,0.1,0.1,0.1
"""Lelouch @ wNYgotQI9c"" posts a big blind of 0.20",2021-11-13 12:09:14.977000+00:00,1,"""Lelouch @ wNYgotQI9c""",5,Pre-flop,Big blind,4.0,3.0,1.0,1.0,1.0,1.0,MP,0.01,0.2,0.2,0.30000000000000004
"""Loi @ 6KDaksPWKW"" calls 0.20",2021-11-13 12:09:18.658000+00:00,1,"""Loi @ 6KDaksPWKW""",5,Pre-flop,Calls,4.0,4.0,1.0,1.0,1.0,1.0,LP,3.681,0.2,0.2,0.5
"""HATuan @ Yf-9wDC92J"" calls 0.20",2021-11-13 12:09:23.186000+00:00,1,"""HATuan @ Yf-9wDC92J""",5,Pre-flop,Calls,4.0,5.0,2.0,2.0,1.0,1.0,Dealer,4.528,0.2,0.2,0.7000000000000001
"""Dory @ NaZSSnTRkj"" calls 0.20",2021-11-13 12:09:27.753000+00:00,1,"""Dory @ NaZSSnTRkj""",5,Pre-flop,Calls,4.0,6.0,3.0,2.0,1.0,1.0,EP,4.567,0.2,0.1,0.8
"""Lelouch @ wNYgotQI9c"" checks",2021-11-13 12:09:30.120000+00:00,1,"""Lelouch @ wNYgotQI9c""",5,Pre-flop,Checks,4.0,7.0,1.0,2.0,1.0,1.0,MP,2.367,,,
"Flop:  [9♣, 9♠, 10♦]",2021-11-13 12:09:30.964000+00:00,0,,5,Flop,,4.0,,,,,,,0.844,,,
"""Dory @ NaZSSnTRkj"" checks",2021-11-13 12:09:32.977000+00:00,1,"""Dory @ NaZSSnTRkj""",5,Flop,Checks,4.0,1.0,1.0,1.0,1.0,1.0,EP,2.013,,,
"""Lelouch @ wNYgotQI9c"" checks",2021-11-13 12:09:35.530000+00:00,1,"""Lelouch @ wNYgotQI9c""",5,Flop,Checks,4.0,2.0,2.0,1.0,1.0,1.0,MP,2.553,,,
"""Loi @ 6KDaksPWKW"" bets 0.40",2021-11-13 12:09:41.781000+00:00,1,"""Loi @ 6KDaksPWKW""",5,Flop,Bets/Raises,4.0,3.0,1.0,1.0,1.0,1.0,LP,6.251,0.4,0.4,1.2000000000000002
"""HATuan @ Yf-9wDC92J"" folds",2021-11-13 12:09:43.702000+00:00,1,"""HATuan @ Yf-9wDC92J""",5,Flop,Folds,3.0,4.0,1.0,1.0,1.0,1.0,Dealer,1.921,,,
"""Dory @ NaZSSnTRkj"" folds",2021-11-13 12:09:44.993000+00:00,1,"""Dory @ NaZSSnTRkj""",5,Flop,Folds,2.0,5.0,2.0,2.0,1.0,1.0,EP,1.291,,,
"""Lelouch @ wNYgotQI9c"" calls 0.40",2021-11-13 12:09:47.754000+00:00,1,"""Lelouch @ wNYgotQI9c""",5,Flop,Calls,2.0,6.0,1.0,2.0,1.0,1.0,MP,2.761,0.4,0.4,1.6
"Turn: 9♣, 9♠, 10♦ [2♣]",2021-11-13 12:09:48.579000+00:00,0,,5,Turn,,2.0,,,,,,,0.825,,,
"""Lelouch @ wNYgotQI9c"" bets 1.00",2021-11-13 12:09:56.380000+00:00,1,"""Lelouch @ wNYgotQI9c""",5,Turn,Bets/Raises,2.0,1.0,1.0,1.0,1.0,1.0,MP,7.801,1.0,1.0,2.6
"""Loi @ 6KDaksPWKW"" calls 1.00",2021-11-13 12:10:05.584000+00:00,1,"""Loi @ 6KDaksPWKW""",5,Turn,Calls,2.0,2.0,1.0,1.0,1.0,1.0,LP,9.204,1.0,1.0,3.6
"River: 9♣, 9♠, 10♦, 2♣ [3♥]",2021-11-13 12:10:06.394000+00:00,0,,5,River,,2.0,,,,,,,0.81,,,
"The player ""HoangLanHN @ Kgof11uGzY"" sit back with the stack of 49.90.",2021-11-13 12:10:23.279000+00:00,1,"""HoangLanHN @ Kgof11uGzY""",5,River,,2.0,,,,,,,16.885,49.9,,
"""Lelouch @ wNYgotQI9c"" bets 2.00",2021-11-13 12:10:25.414000+00:00,1,"""Lelouch @ wNYgotQI9c""",5,River,Bets/Raises,2.0,1.0,1.0,1.0,1.0,1.0,MP,2.135,2.0,2.0,5.6
"""Loi @ 6KDaksPWKW"" folds",2021-11-13 12:10:33.639000+00:00,1,"""Loi @ 6KDaksPWKW""",5,River,Folds,1.0,2.0,1.0,1.0,1.0,1.0,LP,8.225,,,
"Uncalled bet of 2.00 returned to ""Lelouch @ wNYgotQI9c""",2021-11-13 12:10:34.485000+00:00,1,"""Lelouch @ wNYgotQI9c""",5,River,,1.0,,,,,,MP,0.846,2.0,-2.0,3.6
"""Lelouch @ wNYgotQI9c"" collected 3.60 from pot",2021-11-13 12:10:34.485000+00:00,1,"""Lelouch @ wNYgotQI9c""",5,River,Won,1.0,3.0,1.0,2.0,1.0,1.0,MP,0.0,3.6,,
-- ending hand #5 --,2021-11-13 12:10:34.485000+00:00,0,,5,River,,1.0,,,,,,,0.0,,,
"-- starting hand #6  (No Limit Texas Hold'em) (dealer: ""Dory @ NaZSSnTRkj"") --",2021-11-13 12:10:37.415000+00:00,1,"""Dory @ NaZSSnTRkj""",6,Pre-flop,Dealer,,1.0,1.0,1.0,1.0,,Dealer,0,,,
"Player stacks: #4 ""Lelouch @ wNYgotQI9c"" (52.90) | #5 ""Loi @ 6KDaksPWKW"" (97.70) | #8 ""HATuan @ Yf-9wDC92J"" (39.50) | #9 ""Dory @ NaZSSnTRkj"" (60.00)",2021-11-13 12:10:37.415000+00:00,4,,6,Pre-flop,,4.0,,,,,,,0.0,52.9,,
"""Lelouch @ wNYgotQI9c"" posts a small blind of 0.10",2021-11-13 12:10:37.425000+00:00,1,"""Lelouch @ wNYgotQI9c""",6,Pre-flop,Small blind,4.0,2.0,1.0,1.0,1.0,1.0,EP,0.01,0.1,0.1,0.1
"""Loi @ 6KDaksPWKW"" posts a big blind of 0.20",2021-11-13 12:10:37.435000+00:00,1,"""Loi @ 6KDaksPWKW""",6,Pre-flop,Big blind,4.0,3.0,1.0,1.0,1.0,1.0,MP,0.01,0.2,0.2,0.30000000000000004
"""HATuan @ Yf-9wDC92J"" folds",2021-11-13 12:10:40.868000+00:00,1,"""HATuan @ Yf-9wDC92J""",6,Pre-flop,Folds,3.0,4.0,1.0,1.0,1.0,1.0,LP,3.433,,,
