"Flop:  [K♠, 10♥, 4♦]",2021-08-28T18:07:36.149Z,163017405614900
"Flop:  [10♠, 5♦, A♠]",2021-08-28T18:06:11.166Z,163017397116600
"Flop:  [Q♠, 8♦, 2♥]",2021-08-28T18:04:40.442Z,163017388044200
"Flop:  [J♣, 2♥, 9♣]",2021-08-28T18:03:05.175Z,163017378517500
"Flop:  [A♦, 9♦, 4♣]",2021-08-28T18:02:26.695Z,163017374669500
"Flop:  [4♣, A♥, 5♦]",2021-08-28T18:00:43.019Z,163017364301900
"Flop:  [Q♣, 2♥, 7♦]",2021-08-28T17:59:19.509Z,163017355950900
"Flop:  [J♥, 10♦, 2♥]",2021-08-28T17:58:43.370Z,163017352337000
"Flop:  [2♥, 9♦, 7♠]",2021-08-28T17:57:28.836Z,163017344883600
"Flop:  [6♠, J♠, 10♦]",2021-08-28T17:56:21.151Z,163017338115100
"Flop:  [4♠, A♠, Q♦]",2021-08-28T17:55:07.158Z,163017330715800
"Flop:  [6♣, 4♠, 10♥]",2021-08-28T17:53:45.896Z,163017322589600
"Flop:  [8♥, 9♥, 10♠]",2021-08-28T17:52:35.751Z,163017315575100
"Flop:  [3♥, 4♦, 10♣]",2021-08-28T17:51:24.113Z,163017308411300
"Flop:  [6♠, 10♥, 8♦]",2021-08-28T17:50:09.372Z,163017300937200
"Flop:  [9♣, 10♦, 5♦]",2021-08-28T17:48:52.203Z,163017293220300
"Flop:  [3♦, J♠, Q♥]",2021-08-28T17:47:34.671Z,163017285467100
"Flop:  [2♥, 4♦, K♦]",2021-08-28T17:46:27.263Z,163017278726300
"Flop:  [8♥, K♠, 10♠]",2021-08-28T17:45:29.225Z,163017272922500
"Flop:  [7♦, A♦, 6♣]",2021-08-28T17:43:29.159Z,163017260915900
"Flop:  [10♣, 9♠, 8♦]",2021-08-28T17:41:51.840Z,163017251184000
"Flop:  [7♦, 9♦, 5♣]",2021-08-28T17:40:19.947Z,163017241994700
"Flop:  [10♠, J♣, 9♣]",2021-08-28T17:38:15.698Z,163017229569800
"Flop:  [K♣, 9♠, 8♠]",2021-08-28T17:37:49.207Z,163017226920700
"Flop:  [6♣, A♦, 2♣]",2021-08-28T17:36:11.182Z,163017217118200
"Flop:  [Q♠, 6♥, K♥]",2021-08-28T17:35:23.720Z,163017212372000
"Flop:  [K♦, 4♥, 9♥]",2021-08-28T17:34:12.145Z,163017205214500
"Flop:  [8♠, 10♠, 9♥]",2021-08-28T17:33:04.881Z,163017198488100
"Flop:  [10♦, A♥, 10♠]",2021-08-28T17:31:32.901Z,163017189290100
"Flop:  [6♥, 6♠, Q♣]",2021-08-28T17:30:51.145Z,163017185114500
"Flop:  [J♦, A♥, 5♦]",2021-08-28T17:29:23.913Z,163017176391300
"Flop:  [3♠, 8♠, 9♦]",2021-08-28T17:28:04.350Z,163017168435000
"Flop:  [7♣, 5♣, 3♠]",2021-08-28T17:26:28.351Z,163017158835100
"Flop:  [7♦, 3♦, 3♥]",2021-08-28T17:25:29.835Z,163017152983500
"Flop:  [3♦, K♦, K♣]",2021-08-28T17:24:08.248Z,163017144824800
"Flop:  [9♠, K♣, 9♣]",2021-08-28T17:21:53.855Z,163017131385500
"Flop:  [8♥, A♣, 3♥]",2021-08-28T17:20:28.045Z,163017122804500
"Flop:  [J♦, 6♦, K♥]",2021-08-28T17:18:26.751Z,163017110675100
"Flop:  [3♠, 10♠, 3♥]",2021-08-28T17:17:25.300Z,163017104530000
"Flop:  [6♠, 3♣, A♥]",2021-08-28T17:16:47.841Z,163017100784100
"Flop:  [10♥, 3♠, 8♣]",2021-08-28T17:16:07.244Z,163017096724400
