"Flop:  [6♣, 3♣, K♣]",2021-08-21T21:35:11.738Z,162958171173800
"Flop:  [J♥, 6♥, 5♦]",2021-08-21T21:34:42.697Z,162958168269700
"Flop:  [9♥, 7♣, 4♣]",2021-08-21T21:33:39.857Z,162958161985700
"Flop:  [3♣, 5♠, 5♦]",2021-08-21T21:32:43.864Z,162958156386400
"Flop:  [9♦, 6♦, A♣]",2021-08-21T21:31:45.571Z,162958150557100
"Flop:  [Q♦, A♠, 4♥]",2021-08-21T21:30:44.903Z,162958144490300
"Flop:  [K♥, 6♠, 4♦]",2021-08-21T21:29:29.193Z,162958136919300
"Flop:  [Q♠, 7♥, 6♠]",2021-08-21T21:28:24.273Z,162958130427300
"Flop:  [J♠, 2♣, 8♥]",2021-08-21T21:27:40.103Z,162958126010300
"Flop:  [2♠, 6♠, 4♦]",2021-08-21T21:26:40.146Z,162958120014600
"Flop:  [A♦, J♣, 9♣]",2021-08-21T21:25:56.470Z,162958115647000
"Flop:  [2♦, 3♦, 5♣]",2021-08-21T21:25:12.566Z,162958111256600
"Flop:  [Q♣, 6♣, 7♠]",2021-08-21T21:24:07.837Z,162958104783700
"Flop:  [J♦, K♥, 3♥]",2021-08-21T21:22:51.663Z,162958097166300
"Flop:  [10♠, 9♣, J♠]",2021-08-21T21:20:50.096Z,162958085009600
"Flop:  [J♠, A♣, 10♠]",2021-08-21T21:19:14.896Z,162958075489600
"Flop:  [2♠, Q♦, J♥]",2021-08-21T21:18:18.823Z,162958069882300
"Flop:  [9♣, 10♥, J♥]",2021-08-21T21:17:19.444Z,162958063944400
"Flop:  [3♦, J♠, 9♦]",2021-08-21T21:15:44.797Z,162958054479700
"Flop:  [8♦, 9♥, K♦]",2021-08-21T21:14:04.934Z,162958044493400
"Flop:  [10♦, 8♠, K♥]",2021-08-21T21:12:54.411Z,162958037441100
"Flop:  [7♦, 7♥, 4♥]",2021-08-21T21:11:52.145Z,162958031214500
