"Flop:  [9♦, 2♣, 10♥]",2021-09-04T21:20:57.362Z,163079045736200
"Flop:  [3♣, 4♠, 4♦]",2021-09-04T21:20:02.494Z,163079040249400
"Flop:  [8♦, 2♦, 9♣]",2021-09-04T21:19:10.295Z,163079035029500
"Flop:  [A♣, 10♦, 7♥]",2021-09-04T21:17:27.524Z,163079024752400
"Flop:  [K♦, 4♠, 3♠]",2021-09-04T21:16:29.183Z,163079018918300
"Flop:  [6♠, 6♥, 8♥]",2021-09-04T21:15:30.748Z,163079013074800
"Flop:  [A♥, 7♠, 3♥]",2021-09-04T21:13:57.448Z,163079003744800
"Flop:  [5♠, 9♣, 6♥]",2021-09-04T21:12:55.850Z,163078997585000
"Flop:  [J♥, A♦, A♣]",2021-09-04T21:11:38.612Z,163078989861200
"Flop:  [3♠, 3♥, 8♣]",2021-09-04T21:09:39.167Z,163078977916700
"Flop:  [7♣, 2♠, K♠]",2021-09-04T21:08:30.078Z,163078971007800
"Flop:  [Q♦, K♠, 2♣]",2021-09-04T21:06:45.134Z,163078960513400
"Flop:  [4♦, 2♥, 5♥]",2021-09-04T21:05:41.958Z,163078954195800
"Flop:  [10♦, Q♠, 2♣]",2021-09-04T21:04:26.486Z,163078946648600
"Flop:  [6♣, 7♠, 7♣]",2021-09-04T21:03:03.784Z,163078938378400
"Flop:  [2♦, 6♠, 5♥]",2021-09-04T21:01:18.768Z,163078927876800
"Flop:  [8♦, 6♣, 5♥]",2021-09-04T21:00:05.181Z,163078920518100
"Flop:  [7♦, 9♥, J♦]",2021-09-04T20:58:55.958Z,163078913595800
"Flop:  [Q♦, 3♣, 10♥]",2021-09-04T20:58:01.750Z,163078908175000
"Flop:  [2♣, 8♠, 5♣]",2021-09-04T20:57:23.513Z,163078904351300
"Flop:  [8♠, 9♣, 9♥]",2021-09-04T20:55:58.086Z,163078895808600
"Flop:  [9♣, 5♠, 10♣]",2021-09-04T20:52:47.982Z,163078876798200
"Flop:  [3♥, 10♦, 4♠]",2021-09-04T20:50:35.201Z,163078863520100
"Flop:  [2♠, 9♥, 10♣]",2021-09-04T20:49:26.134Z,163078856613400
"Flop:  [5♦, A♥, J♣]",2021-09-04T20:47:57.724Z,163078847772400
"Flop:  [8♣, 9♦, 8♥]",2021-09-04T20:45:46.961Z,163078834696100
"Flop:  [5♠, 3♥, 10♥]",2021-09-04T20:45:11.358Z,163078831135800
"Flop:  [2♥, 6♦, 2♣]",2021-09-04T20:43:59.920Z,163078823992000
"Flop:  [8♠, 10♦, 2♥]",2021-09-04T20:42:38.802Z,163078815880200
"Flop:  [5♦, 5♥, 7♦]",2021-09-04T20:42:06.929Z,163078812692900
"Flop:  [J♥, 4♠, 2♠]",2021-09-04T20:40:51.686Z,163078805168600
"Flop:  [Q♦, 7♦, A♥]",2021-09-04T20:40:11.112Z,163078801111200
"Flop:  [6♥, 7♥, 2♠]",2021-09-04T20:38:48.002Z,163078792800200
"Flop:  [9♦, Q♣, A♦]",2021-09-04T20:36:28.391Z,163078778839100
"Flop:  [7♥, K♠, K♥]",2021-09-04T20:35:27.930Z,163078772793000
"Flop:  [Q♠, 2♠, A♣]",2021-09-04T20:34:11.805Z,163078765180500
"Flop:  [6♥, 6♦, 10♠]",2021-09-04T20:32:56.385Z,163078757638500
"Flop:  [5♥, J♣, 5♠]",2021-09-04T20:31:39.149Z,163078749914900
"Flop:  [6♥, 3♣, 4♠]",2021-09-04T20:29:37.703Z,163078737770300
"Flop:  [4♠, Q♠, J♠]",2021-09-04T20:27:47.204Z,163078726720400
"Flop:  [5♣, 7♦, 6♠]",2021-09-04T20:26:24.949Z,163078718494900
"Flop:  [3♥, J♦, A♠]",2021-09-04T20:25:17.612Z,163078711761200
"Flop:  [9♦, 9♠, 7♠]",2021-09-04T20:24:02.146Z,163078704214600
"Flop:  [5♦, 4♠, 9♥]",2021-09-04T20:23:06.422Z,163078698642200
"Flop:  [K♣, A♥, 2♠]",2021-09-04T20:22:27.557Z,163078694755700
"Flop:  [4♦, 10♦, 9♣]",2021-09-04T20:20:26.016Z,163078682601600
"Flop:  [K♠, 4♣, 6♣]",2021-09-04T20:19:33.219Z,163078677321900
"Flop:  [3♠, 9♣, Q♣]",2021-09-04T20:18:30.399Z,163078671039900
"Flop:  [A♠, 3♠, 8♥]",2021-09-04T20:16:30.978Z,163078659097800
"Flop:  [A♥, 7♠, 5♠]",2021-09-04T20:13:33.986Z,163078641398600
"Flop:  [J♣, 7♦, K♥]",2021-09-04T20:12:22.518Z,163078634251800
"Flop:  [7♦, 2♣, 10♠]",2021-09-04T20:10:19.095Z,163078621909500
"Flop:  [5♠, 6♦, A♠]",2021-09-04T20:08:57.486Z,163078613748600
"Flop:  [Q♣, 3♥, 6♥]",2021-09-04T20:07:20.036Z,163078604003600
"Flop:  [Q♦, 8♥, 6♥]",2021-09-04T20:05:27.873Z,163078592787300
"Flop:  [6♣, 2♣, Q♥]",2021-09-04T20:03:36.070Z,163078581607000
"Flop:  [4♥, 8♥, 5♦]",2021-09-04T20:02:28.006Z,163078574800600
"Flop:  [2♠, 8♥, 10♦]",2021-09-04T20:00:29.035Z,163078562903500
"Flop:  [J♣, 10♥, 9♣]",2021-09-04T19:59:19.186Z,163078555918600
"Flop:  [8♥, Q♣, K♥]",2021-09-04T19:57:27.644Z,163078544764400
"Flop:  [3♥, Q♠, J♦]",2021-09-04T19:55:49.346Z,163078534934600
"Flop:  [9♠, 6♦, A♠]",2021-09-04T19:54:28.116Z,163078526811600
"Flop:  [6♥, 4♦, 8♦]",2021-09-04T19:53:41.710Z,163078522171000
"Flop:  [9♦, 3♦, Q♥]",2021-09-04T19:52:06.741Z,163078512674100
"Flop:  [Q♥, 5♦, Q♣]",2021-09-04T19:50:23.040Z,163078502304000
"Flop:  [A♠, 10♥, 3♥]",2021-09-04T19:47:52.418Z,163078487241800
"Flop:  [9♦, 9♥, K♣]",2021-09-04T19:46:07.436Z,163078476743600
"Flop:  [8♣, Q♠, 6♥]",2021-09-04T19:44:54.142Z,163078469414200
"Flop:  [4♦, 9♠, Q♥]",2021-09-04T19:42:34.572Z,163078455457200
"Flop:  [5♠, 8♥, J♣]",2021-09-04T19:41:16.377Z,163078447637700
"Flop:  [2♠, 8♥, 3♥]",2021-09-04T19:39:35.353Z,163078437535300
"Flop:  [4♠, 5♥, A♦]",2021-09-04T19:38:34.588Z,163078431458800
"Flop:  [4♣, 6♠, K♠]",2021-09-04T19:37:17.209Z,163078423720900
"Flop:  [5♣, 9♥, 7♥]",2021-09-04T19:34:55.662Z,163078409566200
"Flop:  [4♥, 5♣, J♦]",2021-09-04T19:33:58.784Z,163078403878400
"Flop:  [4♥, K♥, A♥]",2021-09-04T19:32:56.960Z,163078397696000
"Flop:  [9♠, 4♦, A♥]",2021-09-04T19:31:25.449Z,163078388544900
"Flop:  [10♣, 5♣, Q♦]",2021-09-04T19:29:41.598Z,163078378159800
"Flop:  [10♣, J♣, 5♣]",2021-09-04T19:29:00.482Z,163078374048200
"Flop:  [4♥, A♦, 6♦]",2021-09-04T19:27:27.372Z,163078364737200
"Flop:  [10♥, 10♠, 2♦]",2021-09-04T19:26:10.562Z,163078357056200
"Flop:  [3♠, K♠, 6♠]",2021-09-04T19:24:34.741Z,163078347474100
"Flop:  [6♥, 3♦, 9♦]",2021-09-04T19:23:38.725Z,163078341872500
"Flop:  [Q♦, 3♦, 10♣]",2021-09-04T19:22:40.070Z,163078336007000
"Flop:  [A♦, J♣, 6♠]",2021-09-04T19:22:07.159Z,163078332715900
"Flop:  [J♠, 6♥, A♣]",2021-09-04T19:21:21.500Z,163078328150000
"Flop:  [4♥, 7♠, Q♥]",2021-09-04T19:20:18.878Z,163078321887800
"Flop:  [5♠, K♣, 5♣]",2021-09-04T19:19:47.643Z,163078318764300
"Flop:  [7♥, 5♣, Q♣]",2021-09-04T19:17:06.685Z,163078302668500
"Flop:  [J♠, J♦, 5♥]",2021-09-04T19:15:59.219Z,163078295921900
"Flop:  [4♠, 8♣, K♣]",2021-09-04T19:12:50.083Z,163078277008300
"Flop:  [4♥, A♣, 7♣]",2021-09-04T19:10:25.919Z,163078262591900
"Flop:  [6♥, 3♦, A♠]",2021-09-04T19:09:04.968Z,163078254496800
"Flop:  [3♠, 7♠, 9♥]",2021-09-04T19:05:54.970Z,163078235497000
"Flop:  [2♣, Q♠, 7♦]",2021-09-04T19:03:33.261Z,163078221326100
"Flop:  [9♦, J♠, Q♠]",2021-09-04T19:01:32.957Z,163078209295700
"Flop:  [9♣, A♦, Q♣]",2021-09-04T19:00:15.486Z,163078201548600
"Flop:  [6♣, 3♦, 5♣]",2021-09-04T18:58:34.148Z,163078191414800
"Flop:  [4♥, 8♥, 2♦]",2021-09-04T18:56:44.061Z,163078180406100
"Flop:  [2♣, 10♥, 7♣]",2021-09-04T18:55:36.143Z,163078173614300
"Flop:  [6♦, 3♠, 8♦]",2021-09-04T18:52:22.318Z,163078154231800
